trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,sensitivity_suite,sensitivity_parameter,sensitivity_value,sensitivity_label,num_targets,num_robots
0,known_visit,DGA,ideal,1.0,19,361,4,10,dga_h8_ideal,known_visit_10target_300.csv,"(9,10);(8,11);(2,1);(1,7);(17,13);(4,13);(0,11);(5,8);(0,13);(14,9)",10,True,29.641989345943827,29.641989345943827,00:2;01:3;02:3;03:2,"(0,0);(0,6);(0,12);(0,18)","(0,11);(14,9);(17,13);(9,10)",153,0,known_visit_horizon,commitment_horizon,8,h8,10,4
1,known_visit,DGA,ideal,1.0,19,361,4,10,dga_h8_ideal,known_visit_10target_300.csv,"(16,15);(17,5);(14,13);(15,3);(13,7);(11,2);(15,16);(16,6);(9,14);(7,16)",10,True,33.425103397962694,33.425103397962694,00:2;01:3;02:2;03:3,"(0,0);(0,6);(0,12);(0,18)","(15,3);(17,5);(15,13);(16,15)",173,0,known_visit_horizon,commitment_horizon,8,h8,10,4
2,known_visit,DGA,ideal,1.0,19,361,4,10,dga_h8_ideal,known_visit_10target_300.csv,"(0,4);(8,8);(13,2);(0,2);(12,18);(0,9);(16,12);(4,15);(14,2);(12,9)",10,True,41.06774549807738,41.06774549807738,00:3;01:4;02:2;03:1,"(0,0);(0,6);(0,12);(0,18)","(0,9);(14,2);(16,16);(16,12)",230,0,known_visit_horizon,commitment_horizon,8,h8,10,4
3,known_visit,DGA,ideal,1.0,19,361,4,10,dga_h8_ideal,known_visit_10target_300.csv,"(15,11);(11,8);(11,16);(7,17);(10,5);(0,15);(0,13);(1,12);(3,14);(2,7)",10,True,38.754041657381435,38.754041657381435,00:3;01:2;02:2;03:3,"(0,0);(0,6);(0,12);(0,18)","(0,15);(13,11);(15,11);(3,14)",208,0,known_visit_horizon,commitment_horizon,8,h8,10,4
4,known_visit,DGA,ideal,1.0,19,361,4,10,dga_h8_ideal,known_visit_10target_300.csv,"(13,1);(17,14);(8,0);(10,2);(16,10);(4,18);(0,17);(1,0);(12,16);(8,13)",10,True,38.96278380510351,38.96278380510351,00:4;01:1;02:3;03:2,"(0,0);(0,6);(0,12);(0,18)","(13,1);(16,10);(17,14);(18,17)",214,0,known_visit_horizon,commitment_horizon,8,h8,10,4
5,known_visit,DGA,ideal,1.0,19,361,4,10,dga_h8_ideal,known_visit_10target_300.csv,"(1,9);(12,6);(16,8);(14,1);(3,5);(8,15);(1,6);(10,6);(16,3);(15,14)",10,True,31.592306425386354,31.592306425386354,00:2;01:4;02:2;03:2,"(0,0);(0,6);(0,12);(0,18)","(16,3);(16,8);(3,5);(15,14)",172,0,known_visit_horizon,commitment_horizon,8,h8,10,4
6,known_visit,DGA,ideal,1.0,19,361,4,10,dga_h8_ideal,known_visit_10target_300.csv,"(4,12);(9,2);(4,2);(13,8);(16,13);(6,13);(18,2);(4,8);(0,15);(18,7)",10,True,36.320179205499635,36.320179205499635,00:3;01:3;02:2;03:2,"(0,0);(0,6);(0,12);(0,18)","(18,2);(18,7);(18,11);(4,12)",198,0,known_visit_horizon,commitment_horizon,8,h8,10,4
7,known_visit,DGA,ideal,1.0,19,361,4,10,dga_h8_ideal,known_visit_10target_300.csv,"(7,3);(17,14);(1,9);(13,14);(10,5);(7,16);(18,15);(16,7);(2,12);(9,2)",10,True,38.82341211389161,38.82341211389161,00:2;01:2;02:2;03:4,"(0,0);(0,6);(0,12);(0,18)","(14,2);(16,11);(1,3);(18,15)",217,0,known_visit_horizon,commitment_horizon,8,h8,10,4
8,known_visit,DGA,ideal,1.0,19,361,4,10,dga_h8_ideal,known_visit_10target_300.csv,"(4,16);(9,10);(12,8);(12,15);(11,6);(17,7);(0,5);(2,5);(1,5);(17,0)",10,True,37.999586673982165,37.999586673982165,00:3;01:2;02:3;03:2,"(0,0);(0,6);(0,12);(0,18)","(5,5);(17,0);(17,7);(12,15)",208,0,known_visit_horizon,commitment_horizon,8,h8,10,4
9,known_visit,DGA,ideal,1.0,19,361,4,10,dga_h8_ideal,known_visit_10target_300.csv,"(12,16);(16,17);(2,7);(18,12);(17,1);(8,2);(9,18);(10,3);(1,4);(1,1)",10,True,33.8279279809172,33.8279279809172,00:3;01:3;02:1;03:3,"(0,0);(0,6);(0,12);(0,18)","(17,1);(10,3);(18,12);(16,17)",176,0,known_visit_horizon,commitment_horizon,8,h8,10,4
